(100, 200)
(101, 199)
(102, 199)
(103, 198)
(104, 198)
(105, 197)
(106, 197)
(107, 196)
(108, 196)
(109, 195)
(110, 195)
(111, 194)
(112, 194)
(113, 193)
(114, 193)
(115, 192)
(116, 192)
(117, 191)
(118, 191)
(119, 190)
(120, 190)
(121, 189)
(122, 189)
(123, 188)
(124, 188)
(125, 187)
(126, 187)
(127, 186)
(128, 186)
(129, 185)
(130, 185)
(131, 184)
(132, 184)
(133, 183)
(134, 183)
(135, 182)
(136, 182)
(137, 181)
(138, 181)
(139, 180)
(140, 180)
(141, 179)
(142, 179)
(143, 178)
(144, 178)
(145, 177)
(146, 177)
(147, 176)
(148, 176)
(149, 175)
(150, 175)
(151, 174)
(152, 174)
(153, 173)
(154, 173)
(155, 172)
(156, 172)
(157, 171)
(158, 171)
(159, 170)
(160, 170)
(161, 169)
(162, 169)
(163, 168)
(164, 168)
(165, 167)
(166, 167)
(167, 166)
(168, 166)
(169, 165)
(170, 165)
(171, 164)
(172, 164)
(173, 163)
(174, 163)
(175, 162)
(176, 162)
(177, 161)
(178, 161)
(179, 160)
(180, 160)
(181, 159)
(182, 159)
(183, 158)
(184, 158)
(185, 157)
(186, 157)
(187, 156)
(188, 156)
(189, 155)
(190, 155)
(191, 154)
(192, 154)
(193, 153)
(194, 153)
(195, 152)
(196, 152)
(197, 151)
(198, 151)
(199, 150)
(200, 150)
(201, 149)
(202, 149)
(203, 148)
(204, 148)
(205, 147)
(206, 147)
(207, 146)
(208, 146)
(209, 145)
(210, 145)
(211, 144)
(212, 144)
(213, 143)
(214, 143)
(215, 142)
(216, 142)
(217, 141)
(218, 141)
(219, 140)
(220, 140)
(221, 139)
(222, 139)
(223, 138)
(224, 138)
(225, 137)
(226, 137)
(227, 136)
(228, 136)
(229, 135)
(230, 135)
(231, 134)
(232, 134)
(233, 133)
(234, 133)
(235, 132)
(236, 132)
(237, 131)
(238, 131)
(239, 130)
(240, 130)
(241, 129)
(242, 129)
(243, 128)
(244, 128)
(245, 127)
(246, 127)
(247, 126)
(248, 126)
(249, 125)
(250, 125)
(251, 124)
(252, 124)
(253, 123)
(254, 123)
(255, 122)
(256, 122)
(257, 121)
(258, 121)
(259, 120)
(260, 120)
(261, 119)
(262, 119)
(263, 118)
(264, 118)
(265, 117)
(266, 117)
(267, 116)
(268, 116)
(269, 115)
(270, 115)
(271, 114)
(272, 114)
(273, 113)
(274, 113)
(275, 112)
(276, 112)
(277, 111)
(278, 111)
(279, 110)
(280, 110)
(281, 109)
(282, 109)
(283, 108)
(284, 108)
(285, 107)
(286, 107)
(287, 106)
(288, 106)
(289, 105)
(290, 105)
(291, 104)
(292, 104)
(293, 103)
(294, 103)
(295, 102)
(296, 102)
(297, 101)
(298, 101)
(299, 100)
(300, 100)
